Age,Overall,Potential,Special,International_Reputation,Weak_Foot,Skill_Moves,Weight,DIV,HAN,KIC,REF,POS,Best_Overall_Rating,PAC,Preferred_Foot_Right
23,82,87,1176,1.0,2.0,1.0,78.02,84.0,78.0,75.0,79.0,87.0,81.0,43.5,1
21,77,89,1176,1.0,3.0,1.0,83.01,79.0,74.0,70.0,76.0,80.0,76.0,44.5,0
31,62,62,1174,1.0,2.0,1.0,81.19,61.0,59.0,60.0,60.0,64.0,61.0,56.0,1
29,72,72,1173,1.0,2.0,1.0,78.93,74.0,68.0,63.0,71.0,77.0,71.0,46.5,1
29,79,79,1172,2.0,3.0,1.0,79.83,83.0,70.0,78.0,77.0,85.0,78.0,34.0,1
20,73,84,1171,1.0,2.0,1.0,73.94,71.0,69.0,70.0,72.0,76.0,72.0,44.0,1
28,78,78,1169,1.0,2.0,1.0,86.18,78.0,77.0,76.0,78.0,79.0,77.0,35.5,1
37,71,71,1168,1.0,2.0,1.0,81.19,71.0,71.0,59.0,69.0,74.0,70.0,39.0,1
38,75,75,1167,2.0,3.0,1.0,87.09,76.0,75.0,64.0,77.0,75.0,74.0,38.0,1
24,80,86,1166,1.0,3.0,1.0,78.02,84.0,78.0,69.0,76.0,88.0,79.0,39.0,1
34,74,74,1165,3.0,3.0,1.0,88.9,71.0,79.0,61.0,77.0,71.0,73.0,39.0,1
33,70,70,1165,1.0,3.0,1.0,74.84,69.0,72.0,65.0,67.0,70.0,69.0,47.0,1
30,80,80,1160,2.0,3.0,1.0,88.0,81.0,77.0,79.0,79.0,80.0,79.0,51.0,1
27,72,72,1160,1.0,2.0,1.0,79.83,78.0,66.0,56.0,70.0,76.0,71.0,59.5,1
22,66,72,1159,1.0,2.0,1.0,86.18,66.0,65.0,67.0,65.0,65.0,65.0,51.5,1
30,74,74,1159,1.0,2.0,1.0,92.08,75.0,74.0,62.0,77.0,73.0,73.0,41.5,1
34,70,70,1158,1.0,2.0,1.0,82.1,71.0,68.0,67.0,68.0,70.0,69.0,48.0,1
31,75,75,1157,2.0,3.0,1.0,89.81,76.0,76.0,81.0,77.0,71.0,74.0,40.5,1
25,71,73,1157,1.0,3.0,1.0,79.83,71.0,72.0,70.0,68.0,70.0,70.0,47.0,1
24,62,66,1156,1.0,2.0,1.0,81.19,62.0,60.0,65.0,59.0,63.0,61.0,47.0,0
24,73,77,1154,1.0,2.0,1.0,81.19,74.0,71.0,69.0,76.0,72.0,72.0,36.5,1
21,64,74,1153,1.0,3.0,1.0,74.84,67.0,58.0,64.0,62.0,68.0,63.0,56.5,1
24,76,82,1153,1.0,3.0,1.0,92.99,78.0,75.0,72.0,77.0,79.0,75.0,44.0,1
30,74,74,1151,1.0,2.0,1.0,78.02,75.0,69.0,79.0,70.0,78.0,73.0,46.0,1
22,70,77,1151,1.0,2.0,1.0,84.82,74.0,72.0,75.0,68.0,70.0,69.0,43.5,1
27,75,78,1150,1.0,2.0,1.0,74.84,74.0,76.0,61.0,73.0,79.0,74.0,47.5,0
22,66,74,1149,1.0,2.0,1.0,78.02,65.0,68.0,60.0,65.0,67.0,65.0,44.5,1
29,80,80,1149,2.0,2.0,1.0,87.09,79.0,72.0,69.0,80.0,86.0,79.0,40.5,1
27,76,79,1149,2.0,2.0,1.0,83.91,80.0,75.0,54.0,75.0,81.0,75.0,51.0,1
34,63,63,1149,1.0,3.0,1.0,74.84,68.0,43.0,64.0,64.0,72.0,62.0,54.0,1
27,77,79,1147,2.0,3.0,1.0,89.81,76.0,74.0,75.0,77.0,80.0,76.0,45.0,1
30,74,74,1146,2.0,5.0,1.0,92.99,70.0,75.0,60.0,75.0,77.0,73.0,30.5,1
28,76,77,1145,1.0,3.0,1.0,79.83,77.0,77.0,68.0,75.0,78.0,75.0,51.5,1
25,64,69,1144,1.0,2.0,1.0,83.91,65.0,61.0,61.0,62.0,64.0,63.0,48.0,1
35,71,71,1144,1.0,3.0,1.0,73.03,73.0,65.0,76.0,70.0,72.0,70.0,44.0,1
21,59,69,1143,1.0,2.0,1.0,78.02,63.0,59.0,61.0,50.0,60.0,58.0,45.5,1
27,67,67,1143,1.0,1.0,1.0,82.1,67.0,62.0,65.0,64.0,70.0,66.0,43.5,1
25,73,75,1143,1.0,3.0,1.0,88.0,74.0,72.0,64.0,72.0,74.0,72.0,45.0,1
21,73,84,1142,1.0,2.0,1.0,88.9,72.0,73.0,64.0,74.0,72.0,72.0,47.0,1
28,76,77,1141,1.0,2.0,1.0,89.81,81.0,72.0,76.0,69.0,83.0,75.0,48.0,1
21,76,87,1141,1.0,2.0,1.0,83.01,80.0,73.0,73.0,74.0,80.0,75.0,52.0,1
34,73,73,1141,2.0,3.0,1.0,91.17,72.0,71.0,64.0,72.0,74.0,72.0,41.0,1
27,68,70,1135,1.0,3.0,1.0,78.93,68.0,66.0,71.0,67.0,68.0,67.0,35.0,1
22,67,75,1134,1.0,3.0,1.0,79.83,67.0,63.0,70.0,67.0,69.0,66.0,47.0,1
20,67,77,1134,1.0,3.0,1.0,79.83,67.0,65.0,65.0,65.0,69.0,66.0,37.0,1
26,68,72,1133,1.0,2.0,1.0,86.18,70.0,64.0,68.0,68.0,72.0,67.0,45.5,1
22,66,74,1133,1.0,3.0,1.0,79.83,68.0,65.0,67.0,65.0,65.0,65.0,53.5,1
33,69,69,1132,1.0,2.0,1.0,84.82,69.0,70.0,66.0,71.0,69.0,68.0,40.5,1
19,62,77,1132,1.0,2.0,1.0,82.1,68.0,58.0,54.0,54.0,72.0,61.0,58.0,1
24,70,76,1129,1.0,2.0,1.0,83.91,71.0,67.0,61.0,69.0,73.0,69.0,42.0,1
26,63,64,1129,1.0,2.0,1.0,78.02,63.0,62.0,57.0,61.0,66.0,62.0,55.0,1
22,61,68,1128,1.0,3.0,1.0,71.21,58.0,64.0,53.0,59.0,62.0,60.0,37.5,1
35,73,73,1125,2.0,4.0,1.0,92.08,71.0,72.0,76.0,73.0,73.0,72.0,33.0,1
30,66,66,1124,1.0,3.0,1.0,91.17,70.0,62.0,62.0,65.0,68.0,65.0,45.0,1
26,71,74,1123,1.0,2.0,1.0,82.1,70.0,68.0,65.0,72.0,71.0,70.0,41.0,1
32,73,73,1123,1.0,3.0,1.0,74.84,72.0,69.0,69.0,73.0,75.0,72.0,45.5,1
35,74,74,1121,1.0,3.0,1.0,88.9,75.0,75.0,67.0,73.0,74.0,73.0,38.5,1
23,71,78,1120,1.0,2.0,1.0,79.83,75.0,65.0,65.0,68.0,75.0,70.0,48.0,1
37,75,75,1120,2.0,3.0,1.0,88.9,69.0,77.0,74.0,85.0,67.0,74.0,32.5,1
32,67,67,1120,1.0,1.0,1.0,78.93,65.0,66.0,63.0,68.0,66.0,66.0,49.0,1
28,70,71,1119,1.0,1.0,1.0,92.99,73.0,64.0,58.0,71.0,72.0,69.0,37.5,1
27,82,85,1117,2.0,3.0,1.0,78.02,82.0,78.0,78.0,81.0,83.0,81.0,42.0,0
35,65,65,1116,1.0,3.0,1.0,86.18,67.0,58.0,64.0,65.0,70.0,64.0,50.5,1
23,70,78,1116,1.0,2.0,1.0,76.2,71.0,68.0,72.0,70.0,71.0,69.0,45.5,1
26,73,73,1113,1.0,1.0,1.0,79.83,76.0,71.0,62.0,68.0,75.0,72.0,48.5,1
26,73,76,1113,1.0,3.0,1.0,78.93,77.0,68.0,66.0,74.0,75.0,72.0,33.0,1
31,77,77,1112,1.0,2.0,1.0,82.1,78.0,75.0,74.0,75.0,79.0,76.0,45.0,1
24,70,75,1112,1.0,2.0,1.0,77.11,67.0,70.0,64.0,65.0,74.0,69.0,47.0,1
20,68,77,1111,1.0,2.0,1.0,83.01,71.0,66.0,63.0,62.0,71.0,67.0,34.0,0
29,68,68,1110,1.0,3.0,1.0,87.09,71.0,68.0,65.0,65.0,69.0,67.0,56.0,1
24,71,77,1110,1.0,3.0,1.0,91.17,73.0,65.0,63.0,69.0,75.0,70.0,30.5,1
21,76,84,1110,1.0,2.0,1.0,78.02,78.0,74.0,73.0,76.0,80.0,75.0,29.0,0
32,67,67,1110,1.0,2.0,1.0,78.02,66.0,65.0,61.0,69.0,65.0,66.0,37.5,1
25,77,80,1107,1.0,2.0,1.0,94.8,78.0,77.0,72.0,75.0,78.0,76.0,41.0,1
26,65,65,1105,1.0,2.0,1.0,83.01,63.0,63.0,67.0,64.0,64.0,64.0,45.0,0
27,62,62,1105,1.0,2.0,1.0,78.02,61.0,58.0,56.0,63.0,64.0,61.0,50.5,1
24,69,73,1104,1.0,2.0,1.0,92.99,70.0,69.0,63.0,66.0,73.0,68.0,26.5,1
37,70,70,1103,1.0,2.0,1.0,76.2,70.0,68.0,60.0,70.0,70.0,69.0,43.0,0
38,63,63,1101,1.0,1.0,1.0,83.01,56.0,59.0,64.0,69.0,59.0,62.0,35.0,1
24,72,76,1101,1.0,3.0,1.0,78.93,73.0,69.0,66.0,67.0,79.0,71.0,54.5,0
28,72,73,1101,1.0,2.0,1.0,79.83,70.0,72.0,66.0,71.0,74.0,71.0,31.0,1
24,67,73,1100,1.0,3.0,1.0,84.82,67.0,65.0,61.0,67.0,69.0,66.0,43.5,1
28,69,69,1100,1.0,2.0,1.0,78.93,69.0,67.0,65.0,66.0,73.0,68.0,44.0,1
26,67,67,1100,1.0,1.0,1.0,81.19,61.0,60.0,40.0,77.0,67.0,66.0,37.5,0
34,73,73,1099,1.0,2.0,1.0,81.19,73.0,71.0,64.0,75.0,74.0,72.0,39.5,1
20,64,76,1097,1.0,3.0,1.0,84.82,67.0,60.0,56.0,59.0,70.0,63.0,51.5,1
25,72,77,1096,1.0,2.0,1.0,76.2,72.0,71.0,69.0,70.0,76.0,71.0,28.0,1
33,68,68,1096,1.0,3.0,1.0,86.18,68.0,67.0,60.0,68.0,69.0,67.0,46.0,0
31,73,73,1095,1.0,3.0,1.0,84.82,77.0,68.0,61.0,73.0,76.0,72.0,39.0,1
34,65,65,1094,1.0,2.0,1.0,88.9,69.0,67.0,66.0,63.0,63.0,64.0,45.0,1
30,69,69,1094,1.0,3.0,1.0,84.82,71.0,69.0,64.0,67.0,71.0,68.0,43.0,1
29,75,76,1093,1.0,2.0,1.0,88.0,74.0,76.0,67.0,74.0,77.0,74.0,31.5,1
22,63,72,1093,1.0,3.0,1.0,92.08,67.0,57.0,56.0,57.0,70.0,62.0,51.0,1
28,70,70,1093,1.0,1.0,1.0,84.82,71.0,65.0,69.0,67.0,75.0,69.0,51.0,1
28,72,72,1092,1.0,2.0,1.0,84.82,74.0,70.0,58.0,74.0,76.0,71.0,42.0,0
25,75,79,1091,1.0,2.0,1.0,77.11,74.0,71.0,66.0,74.0,77.0,74.0,46.5,1
25,67,70,1091,1.0,2.0,1.0,79.83,66.0,64.0,61.0,66.0,69.0,66.0,50.0,0
32,68,68,1091,1.0,2.0,1.0,88.0,70.0,70.0,65.0,66.0,70.0,67.0,51.5,1
28,72,74,1089,1.0,3.0,1.0,92.99,73.0,72.0,60.0,71.0,74.0,71.0,48.0,1
21,63,72,1086,1.0,3.0,1.0,78.02,65.0,58.0,59.0,59.0,64.0,62.0,45.0,1
24,66,70,1084,1.0,2.0,1.0,92.99,64.0,66.0,65.0,69.0,67.0,65.0,39.5,1
21,72,84,1084,1.0,2.0,1.0,78.02,76.0,67.0,70.0,72.0,78.0,71.0,40.0,1
28,71,72,1084,1.0,2.0,1.0,78.02,72.0,67.0,64.0,69.0,75.0,70.0,41.0,1
35,75,75,1083,2.0,3.0,1.0,83.91,78.0,74.0,65.0,76.0,74.0,74.0,32.0,0
20,61,74,1083,1.0,1.0,1.0,76.2,64.0,60.0,55.0,56.0,62.0,60.0,46.5,1
29,77,77,1082,2.0,2.0,1.0,92.08,78.0,76.0,67.0,76.0,79.0,76.0,28.0,0
19,64,81,1080,1.0,2.0,1.0,81.19,68.0,63.0,61.0,64.0,66.0,63.0,45.0,1
23,66,74,1080,1.0,2.0,1.0,86.18,67.0,60.0,60.0,64.0,70.0,65.0,45.0,1
33,65,65,1079,1.0,2.0,1.0,82.1,65.0,61.0,58.0,66.0,66.0,64.0,37.0,1
34,73,73,1079,1.0,2.0,1.0,77.11,71.0,67.0,69.0,71.0,78.0,72.0,33.0,1
39,68,68,1079,1.0,3.0,1.0,79.83,70.0,67.0,62.0,66.0,69.0,67.0,40.5,1
25,72,75,1079,1.0,4.0,1.0,84.82,72.0,71.0,66.0,70.0,74.0,71.0,32.0,1
22,65,70,1079,1.0,2.0,1.0,84.82,68.0,64.0,62.0,61.0,68.0,64.0,46.0,1
19,76,88,1078,1.0,3.0,1.0,79.83,74.0,71.0,76.0,77.0,79.0,75.0,29.5,1
21,61,71,1077,1.0,3.0,1.0,91.17,63.0,60.0,60.0,57.0,62.0,60.0,45.0,1
36,75,75,1076,2.0,3.0,1.0,79.83,76.0,71.0,63.0,76.0,76.0,74.0,37.0,1
22,69,78,1076,1.0,1.0,1.0,82.1,68.0,68.0,62.0,67.0,73.0,68.0,41.0,1
18,66,84,1075,1.0,1.0,1.0,73.03,68.0,68.0,59.0,62.0,72.0,65.0,41.0,1
26,73,77,1075,1.0,3.0,1.0,82.1,75.0,71.0,70.0,74.0,77.0,72.0,29.0,1
23,64,69,1074,1.0,3.0,1.0,77.11,64.0,67.0,58.0,63.0,66.0,63.0,47.0,1
29,65,66,1074,1.0,4.0,1.0,76.2,64.0,65.0,62.0,66.0,65.0,64.0,27.5,1
19,63,77,1073,1.0,2.0,1.0,79.83,60.0,61.0,63.0,59.0,64.0,62.0,43.0,1
28,75,77,1072,1.0,2.0,1.0,98.88,80.0,74.0,43.0,75.0,78.0,74.0,34.5,0
24,69,75,1072,1.0,3.0,1.0,68.04,72.0,68.0,67.0,69.0,71.0,68.0,46.0,1
31,64,64,1072,1.0,3.0,1.0,89.81,64.0,61.0,62.0,64.0,65.0,63.0,32.5,1
26,65,68,1071,1.0,3.0,1.0,87.09,65.0,64.0,62.0,61.0,66.0,64.0,43.0,0
26,66,70,1069,1.0,2.0,1.0,88.9,69.0,62.0,60.0,67.0,68.0,65.0,45.0,0
27,67,70,1069,1.0,3.0,1.0,83.01,69.0,66.0,66.0,68.0,67.0,66.0,35.0,1
24,67,70,1068,1.0,2.0,1.0,79.83,68.0,64.0,59.0,63.0,70.0,66.0,43.0,1
31,71,71,1068,2.0,3.0,1.0,97.07,71.0,66.0,72.0,70.0,73.0,70.0,40.5,1
23,62,67,1067,1.0,2.0,1.0,77.11,64.0,61.0,61.0,57.0,62.0,61.0,46.0,1
26,83,85,1066,1.0,3.0,1.0,81.19,86.0,78.0,68.0,78.0,87.0,81.0,36.0,1
22,68,77,1066,1.0,3.0,1.0,88.0,72.0,69.0,60.0,65.0,66.0,67.0,52.0,1
28,71,71,1065,1.0,3.0,1.0,78.02,71.0,69.0,68.0,71.0,70.0,70.0,45.5,1
25,70,72,1065,1.0,2.0,1.0,88.0,71.0,70.0,61.0,65.0,74.0,69.0,45.0,1
26,62,65,1065,1.0,3.0,1.0,84.82,65.0,62.0,58.0,59.0,61.0,61.0,45.5,1
24,66,70,1062,1.0,3.0,1.0,81.19,68.0,64.0,61.0,64.0,70.0,65.0,44.5,0
25,66,67,1058,1.0,3.0,1.0,78.02,69.0,64.0,64.0,67.0,67.0,65.0,41.0,1
30,72,72,1057,1.0,2.0,1.0,86.18,73.0,69.0,68.0,70.0,72.0,71.0,33.5,1
30,69,69,1054,1.0,4.0,1.0,82.1,67.0,73.0,66.0,70.0,66.0,68.0,47.0,1
33,71,71,1053,1.0,2.0,1.0,87.09,69.0,77.0,61.0,67.0,68.0,70.0,40.5,1
22,63,71,1050,1.0,3.0,1.0,82.1,63.0,61.0,62.0,62.0,64.0,62.0,44.5,1
29,67,68,1049,1.0,3.0,1.0,81.19,66.0,68.0,65.0,65.0,69.0,66.0,50.0,1
24,70,76,1048,1.0,3.0,1.0,87.09,69.0,67.0,64.0,68.0,72.0,69.0,43.5,1
21,65,74,1046,1.0,3.0,1.0,68.95,64.0,65.0,62.0,65.0,67.0,64.0,43.5,1
22,61,68,1045,1.0,3.0,1.0,78.02,62.0,59.0,58.0,59.0,61.0,60.0,45.0,1
35,69,69,1045,1.0,1.0,1.0,88.0,68.0,69.0,46.0,70.0,68.0,68.0,31.5,1
21,63,70,1044,1.0,2.0,1.0,78.02,67.0,56.0,57.0,59.0,71.0,62.0,45.0,1
24,61,67,1043,1.0,3.0,1.0,87.09,62.0,61.0,57.0,60.0,62.0,60.0,43.5,1
30,66,66,1043,1.0,2.0,1.0,79.83,69.0,64.0,63.0,63.0,69.0,65.0,44.5,1
27,64,65,1043,1.0,2.0,1.0,81.19,66.0,61.0,61.0,65.0,66.0,63.0,49.5,1
18,63,80,1041,1.0,3.0,1.0,74.84,64.0,64.0,60.0,62.0,63.0,62.0,44.5,1
38,72,72,1041,2.0,2.0,1.0,89.81,71.0,73.0,45.0,74.0,72.0,71.0,32.5,1
20,68,75,1040,1.0,2.0,1.0,78.93,71.0,63.0,65.0,65.0,71.0,67.0,32.5,1
27,67,70,1040,1.0,3.0,1.0,86.18,70.0,65.0,64.0,63.0,68.0,66.0,44.0,1
27,68,69,1038,1.0,2.0,1.0,83.01,73.0,64.0,70.0,62.0,71.0,67.0,47.5,0
17,59,79,1038,1.0,3.0,1.0,82.1,49.0,58.0,59.0,62.0,64.0,58.0,54.0,1
20,54,68,1037,1.0,2.0,1.0,77.11,54.0,53.0,56.0,50.0,57.0,53.0,45.5,1
21,63,72,1034,1.0,3.0,1.0,83.01,62.0,66.0,57.0,62.0,68.0,62.0,33.5,1
22,65,73,1034,1.0,3.0,1.0,73.03,70.0,62.0,60.0,59.0,70.0,64.0,37.5,1
32,74,74,1027,2.0,2.0,1.0,82.1,74.0,74.0,63.0,76.0,74.0,73.0,44.0,0
20,63,72,1027,1.0,3.0,1.0,83.01,68.0,59.0,56.0,58.0,65.0,62.0,46.0,1
30,70,70,1021,1.0,2.0,1.0,79.83,71.0,62.0,59.0,71.0,73.0,69.0,46.5,1
26,68,71,1020,1.0,2.0,1.0,77.11,70.0,65.0,68.0,65.0,69.0,67.0,38.0,1
18,60,78,1020,1.0,3.0,1.0,76.2,59.0,57.0,55.0,59.0,65.0,59.0,40.0,1
18,60,79,1018,1.0,4.0,1.0,78.02,60.0,57.0,55.0,54.0,66.0,59.0,39.5,1
27,70,71,1018,1.0,3.0,1.0,79.83,73.0,67.0,57.0,63.0,79.0,69.0,30.0,1
23,62,67,1016,1.0,3.0,1.0,74.84,66.0,60.0,53.0,55.0,65.0,61.0,42.0,1
26,77,80,1014,1.0,2.0,1.0,86.18,77.0,73.0,70.0,76.0,78.0,76.0,34.5,1
23,67,73,1014,1.0,2.0,1.0,78.02,69.0,63.0,63.0,66.0,69.0,66.0,43.5,1
16,52,76,1007,1.0,2.0,1.0,69.85,55.0,53.0,53.0,48.0,53.0,51.0,30.5,1
26,71,74,1005,1.0,2.0,1.0,79.83,74.0,68.0,60.0,73.0,74.0,70.0,45.0,0
35,64,64,1005,1.0,3.0,1.0,83.01,65.0,59.0,56.0,65.0,67.0,63.0,33.0,1
23,55,61,1002,1.0,3.0,1.0,74.84,56.0,53.0,55.0,53.0,52.0,54.0,46.0,1
22,65,73,1001,1.0,2.0,1.0,84.82,67.0,60.0,54.0,60.0,69.0,64.0,40.5,1
29,61,62,998,1.0,2.0,1.0,82.1,58.0,66.0,61.0,59.0,57.0,60.0,42.0,0
33,68,68,997,1.0,3.0,1.0,88.9,69.0,65.0,64.0,68.0,69.0,67.0,33.0,1
16,57,82,997,1.0,3.0,1.0,69.85,57.0,56.0,51.0,50.0,60.0,56.0,44.0,1
22,62,69,995,1.0,3.0,1.0,79.83,68.0,57.0,55.0,58.0,66.0,61.0,45.0,1
21,61,69,991,1.0,2.0,1.0,78.02,65.0,52.0,51.0,61.0,64.0,60.0,44.5,1
20,61,73,989,1.0,3.0,1.0,84.82,61.0,60.0,63.0,60.0,62.0,60.0,43.0,1
23,57,64,988,1.0,3.0,1.0,87.09,62.0,55.0,49.0,50.0,61.0,56.0,44.0,1
19,60,76,988,1.0,2.0,1.0,79.83,58.0,60.0,55.0,52.0,63.0,59.0,60.0,1
21,59,71,985,1.0,3.0,1.0,87.09,62.0,59.0,57.0,57.0,60.0,58.0,35.0,1
20,62,73,977,1.0,2.0,1.0,79.83,60.0,59.0,58.0,60.0,67.0,61.0,36.5,1
20,60,74,971,1.0,3.0,1.0,78.02,62.0,59.0,57.0,55.0,63.0,59.0,37.0,1
19,68,80,966,1.0,3.0,1.0,89.81,68.0,65.0,66.0,66.0,69.0,67.0,28.0,1
18,65,81,965,1.0,2.0,1.0,73.94,66.0,62.0,65.0,63.0,65.0,64.0,27.0,0
20,62,76,964,1.0,3.0,1.0,82.1,62.0,63.0,60.0,60.0,63.0,61.0,33.0,1
20,62,76,961,1.0,2.0,1.0,87.09,66.0,62.0,59.0,57.0,63.0,61.0,22.0,1
19,66,79,961,1.0,3.0,1.0,83.01,68.0,62.0,61.0,63.0,69.0,65.0,47.0,1
22,61,67,958,1.0,2.0,1.0,78.02,64.0,63.0,58.0,61.0,58.0,60.0,26.0,1
21,67,75,958,1.0,3.0,1.0,82.1,65.0,66.0,67.0,63.0,68.0,66.0,29.5,0
20,67,77,956,1.0,3.0,1.0,74.84,71.0,60.0,62.0,62.0,73.0,66.0,27.0,1
19,63,80,953,1.0,3.0,1.0,78.02,64.0,60.0,64.0,59.0,64.0,62.0,30.5,1
19,57,73,950,1.0,2.0,1.0,82.1,60.0,58.0,60.0,57.0,59.0,56.0,31.5,1
20,69,78,950,1.0,2.0,1.0,89.81,72.0,65.0,65.0,63.0,72.0,68.0,26.0,1
18,60,74,949,1.0,3.0,1.0,78.02,59.0,62.0,65.0,57.0,58.0,59.0,26.5,1
20,62,71,944,1.0,3.0,1.0,77.11,65.0,60.0,61.0,62.0,61.0,61.0,32.5,1
21,60,69,943,1.0,3.0,1.0,87.09,63.0,58.0,60.0,59.0,61.0,59.0,26.5,1
22,58,65,942,1.0,2.0,1.0,77.11,60.0,56.0,61.0,58.0,59.0,57.0,29.0,1
17,53,71,942,1.0,3.0,1.0,69.85,53.0,47.0,58.0,51.0,63.0,52.0,23.0,1
19,61,75,941,1.0,2.0,1.0,76.2,65.0,60.0,56.0,60.0,64.0,60.0,31.0,1
19,59,72,940,1.0,3.0,1.0,69.85,62.0,57.0,64.0,58.0,63.0,58.0,36.5,0
20,66,75,940,1.0,3.0,1.0,88.0,63.0,65.0,60.0,70.0,65.0,65.0,25.5,1
21,61,71,937,1.0,3.0,1.0,78.02,66.0,65.0,57.0,60.0,60.0,60.0,30.5,1
27,66,67,936,1.0,2.0,1.0,96.16,70.0,62.0,51.0,59.0,74.0,65.0,17.5,1
22,61,70,936,1.0,3.0,1.0,88.0,61.0,59.0,61.0,58.0,62.0,60.0,38.5,1
21,58,68,933,1.0,2.0,1.0,83.01,61.0,54.0,57.0,56.0,60.0,57.0,33.0,1
19,60,73,932,1.0,2.0,1.0,79.83,59.0,59.0,59.0,59.0,61.0,59.0,37.5,1
25,62,62,929,1.0,2.0,1.0,84.82,64.0,60.0,68.0,62.0,62.0,61.0,33.5,0
27,60,63,928,1.0,1.0,1.0,83.01,62.0,60.0,62.0,58.0,60.0,59.0,21.5,1
35,64,64,923,1.0,2.0,1.0,79.83,64.0,60.0,59.0,64.0,66.0,63.0,29.0,1
19,62,72,923,1.0,3.0,1.0,78.93,64.0,57.0,60.0,58.0,63.0,61.0,19.0,1
20,59,67,922,1.0,2.0,1.0,73.03,59.0,57.0,58.0,59.0,58.0,58.0,36.5,1
35,72,72,919,1.0,1.0,1.0,83.01,68.0,71.0,62.0,72.0,74.0,71.0,26.0,1
21,64,73,916,1.0,1.0,1.0,76.2,64.0,64.0,57.0,62.0,66.0,63.0,26.0,1
20,67,80,916,1.0,2.0,1.0,91.17,71.0,63.0,61.0,68.0,65.0,66.0,19.0,1
25,69,73,915,1.0,1.0,1.0,84.82,70.0,66.0,66.0,70.0,68.0,68.0,22.0,1
19,65,79,913,1.0,2.0,1.0,82.1,67.0,64.0,63.0,66.0,66.0,64.0,21.0,1
23,60,68,912,1.0,3.0,1.0,83.91,59.0,58.0,57.0,60.0,62.0,59.0,22.0,1
20,62,75,911,1.0,3.0,1.0,79.83,65.0,60.0,59.0,63.0,62.0,61.0,27.0,1
19,58,72,911,1.0,2.0,1.0,68.95,58.0,54.0,52.0,55.0,60.0,57.0,35.0,1
21,61,72,910,1.0,4.0,1.0,78.02,64.0,59.0,60.0,55.0,68.0,60.0,24.5,1
19,64,79,910,1.0,2.0,1.0,77.11,67.0,63.0,59.0,63.0,66.0,63.0,26.5,1
25,65,68,909,1.0,3.0,1.0,89.81,66.0,62.0,63.0,65.0,67.0,64.0,41.5,1
17,58,78,909,1.0,2.0,1.0,78.02,58.0,55.0,56.0,55.0,62.0,57.0,23.5,0
19,61,75,908,1.0,3.0,1.0,78.93,64.0,62.0,65.0,59.0,60.0,60.0,21.5,1
18,65,82,908,1.0,2.0,1.0,83.91,68.0,65.0,66.0,64.0,68.0,64.0,24.0,0
20,61,69,908,1.0,2.0,1.0,82.1,60.0,63.0,60.0,60.0,61.0,60.0,29.5,1
18,61,79,906,1.0,3.0,1.0,83.01,62.0,57.0,58.0,59.0,64.0,60.0,52.0,0
19,64,77,901,1.0,3.0,1.0,78.93,64.0,65.0,60.0,63.0,66.0,63.0,25.0,1
19,60,69,899,1.0,3.0,1.0,74.84,52.0,58.0,60.0,67.0,61.0,59.0,18.5,1
22,60,67,889,1.0,2.0,1.0,83.91,65.0,62.0,58.0,59.0,62.0,59.0,18.0,1
18,59,72,886,1.0,3.0,1.0,86.18,62.0,59.0,60.0,55.0,64.0,58.0,35.0,1
18,60,80,881,1.0,3.0,1.0,84.82,59.0,56.0,60.0,56.0,62.0,59.0,16.0,1
17,55,74,875,1.0,2.0,1.0,71.21,56.0,54.0,58.0,54.0,52.0,54.0,27.0,1
21,58,70,873,1.0,2.0,1.0,68.04,59.0,58.0,59.0,58.0,59.0,57.0,21.5,1
20,63,74,871,1.0,2.0,1.0,89.81,67.0,65.0,61.0,61.0,65.0,62.0,26.5,1
21,58,69,870,1.0,2.0,1.0,84.82,62.0,63.0,52.0,58.0,53.0,57.0,25.5,1
20,55,65,870,1.0,3.0,1.0,74.84,54.0,53.0,51.0,54.0,56.0,54.0,27.0,1
19,58,70,869,1.0,3.0,1.0,82.1,62.0,61.0,59.0,54.0,55.0,57.0,28.0,1
20,57,68,868,1.0,3.0,1.0,82.1,61.0,58.0,59.0,53.0,55.0,56.0,32.5,1
19,54,66,866,1.0,3.0,1.0,73.03,56.0,54.0,52.0,50.0,55.0,53.0,27.0,1
18,54,74,865,1.0,2.0,1.0,71.21,55.0,56.0,57.0,56.0,55.0,53.0,28.0,1
17,60,74,864,1.0,2.0,1.0,78.02,60.0,57.0,61.0,56.0,63.0,59.0,23.0,0
17,60,78,862,1.0,3.0,1.0,83.91,58.0,60.0,59.0,56.0,63.0,59.0,27.5,1
20,63,73,861,1.0,3.0,1.0,81.19,63.0,65.0,56.0,62.0,65.0,62.0,21.5,1
19,60,77,861,1.0,2.0,1.0,79.83,60.0,56.0,56.0,57.0,63.0,59.0,29.5,1
22,66,74,857,1.0,3.0,1.0,78.93,68.0,65.0,60.0,66.0,64.0,65.0,29.5,0
22,53,60,854,1.0,2.0,1.0,77.11,53.0,55.0,55.0,54.0,51.0,52.0,23.5,1
16,57,80,849,1.0,3.0,1.0,83.91,56.0,62.0,57.0,54.0,58.0,56.0,24.0,1
17,54,77,844,1.0,4.0,1.0,76.2,56.0,54.0,50.0,51.0,54.0,53.0,20.5,1
19,56,72,843,1.0,3.0,1.0,83.91,57.0,49.0,64.0,61.0,58.0,55.0,25.0,1
